crawling_status,product_href,product_price,product_original_price,product_discount_price,product_discount_rate,product_brand_name,product_name,num_likes,avg_rating,review_count,category_main,category_sub,gender,success_status
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5099296,28800,32000,3200,10,브라운브레스,W TAG FRICE SLEEVELESS - WHITE,,5.0,1.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4906857,49000,49000,0,0,노스페이스,NT7VR04C 남성 바스크 슬리브리스_GRAY,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5032092,39000,53000,14000,26,더스티화이트,블랙 코튼 슬리브리스 탑,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3202849,28500,48000,19500,41,블랙몬스터핏,코튼 폴리 헬스 나시 슬리브리스 (BLACK) / BM230107,,4.9,21.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5081852,31500,48600,17100,35,피지컬가먼츠,P2546 기능성 드라이 데일리나시 [블랙],,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4763634,33750,45000,11250,25,노이어,멀티 리브드 슬리브리스 티셔츠 (다크그레이),,5.0,17.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4813883,65550,69000,3450,5,랜 아카이브,[0046] 디스트로이드 로고 슬리브리스 (BK),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4981431,69000,69000,0,0,엔비에이,CHI 아카이브 메쉬 슬리브리스(N252TS410P) 레드,,5.0,1.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5063771,45000,45000,0,0,디스커버리 익스페디션,프레시벤트 남성 백레터링 슬리브리스 (BLACK),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3295903,34200,38000,3800,10,벤셔먼,남성 런던 배색 나시 티셔츠 화이트 BNBTS234M,,5.0,6.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/722147,12500,25000,12500,50,커스텀어클락,레이어드 슬리브리스 티 블랙,,4.7,217.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3921782,35750,65000,29250,45,볼란테,Voltex Active Sleeveless Compression [White],,5.0,10.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5083554,22200,49800,27600,55,플루크,네이티브 아메리칸 피그먼트 슬리브리스  카키 FSL110,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4185884,36000,45000,9000,20,윈더,CF SLEEVELESS TOP - MELANGE GREY,,5.0,1.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5062293,34900,89000,54100,61,크림소다랩,씨알에스디엘 로고 나시 후드티,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5059340,45000,45000,0,0,디스커버리 익스페디션,프레시벤트 남성 백레터링 슬리브리스 (WHITE),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4832405,44000,55000,11000,20,인사일런스,데미지드 탱크탑 CHARCOAL,,5.0,4.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3449556,21000,42000,21000,50,젝시믹스,퓨어코튼 아치로고 슬리브리스 블랙,,4.9,59.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4212878,89000,89000,0,0,베루툼,세리프 아치 로고 슬리브리스 화이트,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4170412,16900,31500,14600,46,언더오프,오버핏 크루넥 슬리브리스 썸머비치 민소매 티셔츠 블랙화이트,,4.9,44.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4716857,36000,45000,9000,20,프리덤,파워하우스 T-Back 슬리브리스 (카키),,5.0,7.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5021762,33150,39000,5850,15,미드선,Slant Waffle Sleeveless-White,,5.0,1.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4123114,38350,59000,20650,35,널디,스포티 저지 슬리브리스 탑 네이비,,4.7,3.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5007323,23800,34000,10200,30,바쥬비쥬,BABIHOUSE SLEEVELESS [WHITE],,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3124469,15900,32000,16100,50,엑스네지,패블러스 머슬나시 XN23SPMTS02 RED,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3302727,21900,35000,13100,37,콘치웨어,드롭숄더 슬리브리스 오버핏 (2color),,5.0,4.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4240213,28900,50000,21100,42,프랑켄모노,바캉스 피그먼트 나시,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3037861,32900,39000,6100,16,플래니트,KINTERRA 퀵드라이 스포츠 나시,,4.9,117.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4004056,31200,39000,7800,20,엠엠아이씨,탱크탑 블랙,,4.7,8.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4871869,39200,49000,9800,20,컬럼비아 유니버시티,B/S NY SLEEVELESS T-SHIRTS 블랙,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4913220,34400,43000,8600,20,누아클레,스티치워크 플라워 슬리브리스_블랙,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4909373,69000,69000,0,0,다이나핏,T.A.R (티에이알) 남성 러닝 슬리브리스_Mango YMM25285O2,,5.0,1.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4022670,31500,45000,13500,30,코닥,워딩 로고 세미오버핏 슬리브리스 BLACK,,5.0,6.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4685441,23400,39000,15600,40,바팁,머슬 배색 나시 차콜,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3999645,15900,25900,10000,39,탑텐,남성) BALANCE 그래픽 탱크_MBE5TL1212,,4.7,26.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4083598,24500,49000,24500,50,코드그라피,SUNSHINE PARADISE 메쉬 슬리브리스_블랙,,5.0,2.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5145434,16900,29900,13000,43,시그니처,스트라이프 슬리브리스 티셔츠[네이비],,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4400306,35000,44000,9000,20,본투윈,ATHLETIC 85 NEW FIT SLEEVELESS [BLACK],,4.8,30.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/1321640,29600,37000,7400,20,런디에스,데미지 롱 레이어드 슬리브리스 (화이트/챠콜/블랙),,4.8,63.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5160895,38400,64000,25600,40,테네르,무지 구제나시(챠콜),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4794539,65600,82000,16400,20,알에스에스씨,LOGO WASHING SLEEVELESS - BLACK,,4.8,4.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4909414,44000,49000,5000,10,본투윈,RAISEBORN NEW DEEP FIT SLEEVELESS [BLACK],,5.0,7.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3110703,32000,47000,15000,32,매버릭,머슬핏 골지 슬리브리스 화이트,,4.9,34.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4092323,29300,69000,39700,58,토런스,액티브 에어서포트 탱크 Dust gray,,5.0,2.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4995865,67200,84000,16800,20,51퍼센트,Fiercing Sleeveless - White,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3959892,35100,39000,3900,10,빅웨이브 컬렉티브,W.D.S WAVE SLEEVELESS (MAGNET),,5.0,7.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4247262,35500,35500,0,0,엑스포디움,V2 기본 로고 크로스핏 크롭 나시,,5.0,1.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4247184,35500,35500,0,0,엑스포디움,V2 기본 로고 크로스핏 나시,,5.0,1.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4716858,36000,45000,9000,20,프리덤,파워하우스 T-Back 슬리브리스 (크림),,4.8,8.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5034435,29400,42000,12600,30,블러프,러기드 슬리브리스 [CREAM],,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4710246,40800,68000,27200,40,어드코어,[2pack]ADCORE LOGO SLEEVELESS,,1.0,1.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4080601,48300,69000,20700,30,스파이더,남성 트레이닝 슬리브리스 티셔츠 SPIMCNSL202MKHA,,5.0,1.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5164410,52000,65000,13000,20,빅터,배드민턴의류 V-Motion Black Sleeveless 남성 민소매 (VT25BGW101M),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/2663246,23000,46000,23000,50,카고브로스,CB 레이어드 롱 슬리브 (네이비),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3294219,29900,52000,22100,43,레이지비,에어라이트 루즈핏 남녀 민소매 나시 (4컬러) W 슬리브리스,,5.0,10.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3595030,35900,35900,0,0,짐브로,메쉬 스몰로고 나시,,5.0,2.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4829294,35100,39000,3900,10,프로세스,Destroyed Logo Sleeveless - White,,4.3,8.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4958415,53100,59000,5900,10,에이치덱스,바스켓볼 매쉬 져지 슬리브리스 (White),,5.0,5.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4456570,32370,39000,6630,17,미학,심볼 로고 파워핏 프로 슬리브리스 (BLACK),,4.8,4.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4138002,31500,45000,13500,30,웨이든,이너피스 OG 슬리브리스 네이비,,4.9,13.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4981566,79000,79000,0,0,데상트,SCO 오버핏 슬리브리스 블랙(SQ221IST51),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4758525,109000,109000,0,0,데상트,러닝 델타프로 윙 싱글렛 블랙(SQ123RST29),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3130279,19800,34000,14200,42,나인제트,코튼 올드스쿨 슬리브리스 23SL01,,4.8,19.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3449564,21000,42000,21000,50,젝시믹스,퓨어코튼 아치로고 슬리브리스 볼륨그레이,,4.9,24.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3249874,20300,29000,8700,30,트레셔,플레임 슬리브리스 화이트,,4.9,145.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3409104,29000,59000,30000,51,오닐,남성 소로나 베이직 슬리브리스 티셔츠 OMTSM2354-199,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4562186,24900,38000,13100,34,원나우,LUX PRO SLEEVELESS_CHARCOAL,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5030295,69000,69000,0,0,윌슨,바스켓볼 프린트 슬리브리스_WM32092513CHR,,5.0,1.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4181469,37100,53000,15900,30,메아,FADING LOGO TANK TOP [KHAKI],,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4729401,10800,14800,4000,27,테슬라,언더레이어 헬스 러닝 민소매 나시,,4.8,17.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4792804,31200,52000,20800,40,이지노이지,크로스 로고 슬리브리스 - 화이트,,4.8,5.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5120753,29600,37000,7400,20,트립르센스,로고 플레이트 모달코튼 슬리브리스_크림 아이보리,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3404456,29000,29000,0,0,터틀백,1996 아치로고 딥나시 5컬러,,5.0,26.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4164780,29800,57000,27200,48,카고브로스,바이오 오버 민소매 나시 티셔츠 (블랙),,5.0,7.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4695550,33600,42000,8400,20,에이치덱스,올드 챔프 스트링거 (Black),,5.0,18.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5035688,22500,58000,35500,61,제너럴아이디어,솔리드 U넥 슬리브리스 [2PACK]/ WBE2L01517,,5.0,6.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3738459,18500,39000,20500,53,바이젝,코튼 커버업 테크핏 슬리브리스_2Color,,4.9,17.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4856403,33000,33000,0,0,이너프,Camo 카키 민소매크롭,,5.0,2.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4147701,26600,38000,11400,30,러프 애슬레틱,러프 아치로고 슬리브리스 -Black,,4.8,12.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4771243,28120,38000,9880,26,페르메논,[무료반품] 짐 스탠다드 로고 슬리브리스 - 블랙,,5.0,2.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3124474,15900,32000,16100,50,엑스네지,패블러스 머슬나시 XN23SPMTS02 BLACK,,5.0,1.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5031522,44100,49000,4900,10,하우스포그,FOG SLEEVELESS charcoal,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4168586,14760,36900,22140,60,디프,선셋퍼 나시 [그레이],,5.0,2.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5067188,55900,59000,3100,5,디아도라,아카이브 프론트 그래픽 슬리브리스 BLACK,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/2406670,40500,45000,4500,10,언더아머,베이스라인 코튼 나시티 1361901-100,,4.6,25.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/2596794,34000,68000,34000,50,노앙,BACK LOGO SLEEVELESS WHITE,,5.0,12.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5048437,49500,55000,5500,10,브라운브레스,TOPICS SLEEVELESS - CHARCOAL,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4275133,29800,34000,4200,12,더블제이디,면 USA 나시(블랙),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5055178,30900,30900,0,0,파시엔시아,와이드 숄더 오버핏 메쉬 나시,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3449563,21000,42000,21000,50,젝시믹스,퓨어코튼 아치로고 슬리브리스 볼륨네이비,,4.9,16.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4226597,30090,43000,12910,30,디앤에스알,베이직 슬리브리스 화이트,,4.7,21.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3430163,29000,98000,69000,70,스파이더,남성 트레이닝 프로웹 패턴 컴프레션 슬리브리스 SPHPCNSL201MBLK,,5.0,6.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4087481,10900,14900,4000,27,에스티코,[AIRBIZ] 라운드넥 슬리브리스 메쉬 티셔츠 화이트 (슬림핏),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/2041039,29900,37000,7100,19,게인스보로,[무료반품] 쿨모어 돌핀레터링 슬리브리스_챠콜,,4.8,409.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4926818,45000,45000,0,0,디스커버리 익스페디션,프레시벤트 남성 스몰로고 쿨링 슬리브리스 (WHITE),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4213495,89000,89000,0,0,베루툼,빅 아치 로고 슬리브리스 화이트,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4403272,108000,160000,52000,33,라파,익스플로어 라이트웨이트 질레 네이비,,4.0,1.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/2014303,9900,30000,20100,67,게인스보로,[무료반품] 오버핏 쿨 마이크로아이스 슬리브리스 모카,,4.9,11.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4170420,16900,31500,14600,46,언더오프,오버핏 크루넥 슬리브리스 빈티지썸머 민소매 티셔츠 화이트,,4.5,4.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4356948,7900,13800,5900,43,아르메데스,크루넥 헬스나시 데일리 머슬핏 짐웨어 AR-116,,5.0,24.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4008915,22500,45000,22500,50,웨이든,브레이브 OG 슬리브리스 화이트,,5.0,6.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3154407,36900,41000,4100,10,세비지,Logo Sleeveless Top - White,,4.9,579.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5020227,24900,43000,18100,42,효지,25 SS 루즈핏 레이어드 롱 나시 티셔츠 ( 아이보리 ),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4120460,39000,69000,30000,43,스노우피크 어패럴,[스노우피크 X 성낙진] 캠핑 반팔 티셔츠 Charcoal Navy (S24MMFTS85),,5.0,10.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3280231,29500,41000,11500,28,플래니트,ICE LITE 초냉감 탱크,,4.9,194.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5083555,22200,49800,27600,55,플루크,네이티브 아메리칸 피그먼트 슬리브리스  다크그레이 FSL110,,5.0,3.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4846808,59000,59000,0,0,스파이더,남성 듀오테크 레터 로고 슬리브리스 티셔츠 SPKMCNSL301MBLK,,5.0,1.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4198308,98000,98000,0,0,스파이더,맨즈 러닝 에어홀 싱글렛 SPJFCNSL231MPTN,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5144903,50150,59000,8850,15,스케이터락,Stars & Stripes Pigment Sleeveless ((dark beige)),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5118174,56700,63000,6300,10,아캄,Sunkissed Sleeveless (White),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5086863,7900,19800,11900,60,행텐,남성 레귤러핏 슬리브리스_253(10520-033-401-46),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5107847,21600,27000,5400,20,메르고,릴렉스드 슬리브리스 탑 [다크 그레이],,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/2865758,19900,42000,22100,53,엑스네지,그래픽로고 슬리브리스 XN22FWSLTS06 [CREAM],,5.0,4.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4966321,46400,58000,11600,20,스티그마,Mesh Oversized Sleeveless Black,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3841241,34300,49000,14700,30,볼란테,OG Muscle Sleeveless [White],,4.8,34.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/2925346,26900,41500,14600,35,피지컬가먼츠,P1137 스트링거 머슬나시[블랙],,4.3,8.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4917717,34200,38000,3800,10,티엔지티,Ribbed Sleeveless (White) TNTS5E208WT,,5.0,2.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4887896,143990,361000,217010,60,헬무트 랭,엠보싱 로고 탱크 민소매 티셔츠 - 옵틱 화이트 / P01HM502c7j,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5109626,36000,45000,9000,20,센토르,CENTAUR PRINT SLEEVELESS_WHITE,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3977339,55100,69000,13900,20,디아도라,AIRTEX 테니스 볼 그래픽 슬리브리스 BLUE,,5.0,4.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3352345,45600,57000,11400,20,51퍼센트,METAL LOGO Sleeveless - WHITE,,5.0,33.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4244043,47200,89000,41800,47,유씨엘에이,UCLA 슬리브리스 래쉬가드 티셔츠[O-WHITE](UARST05_33),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5082885,29000,39000,10000,26,혼다 모터사이클,Racer Sleeveless White,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5110060,33000,60000,27000,45,센테어,릴렉시드 슬리브리스_블랙,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4915782,27200,34000,6800,20,마하그리드,MULTI LOGO SLEEVLESS BLACK(MG2FMMT542A),,5.0,1.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/3907894,31500,45000,13500,30,골스튜디오,AIR DRY GOAL SLEEVELESS-WHITE,,5.0,14.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5106136,19900,39800,19900,50,뱅뱅,공용 와플조직 로고 슬리브리스(CTL390),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4074754,31500,42000,10500,25,매스노운,트위그 로고 슬리브리스 나시 MSFSV001-WT,,5.0,48.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4990977,42900,49000,6100,12,올데이훕스,ADH 아치로고 클래식 양면져지 [블랙/딥레드],,5.0,3.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4958674,19200,32000,12800,40,베트랙트,아치 로고 민소매 블루,,5.0,2.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4757361,19200,32000,12800,40,베트랙트,베이직 로고 민소매_블랙,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4909374,69000,69000,0,0,다이나핏,T.A.R (티에이알) 남성 러닝 슬리브리스_Black YMM25285Z1,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4964579,59000,59000,0,0,다이나핏,PHYSIQUE (피지크) 남성 슬리브리스_White YMM25278W2,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4906495,69000,69000,0,0,다이나핏,SKY LIGHT (스카이 라이트) 남성 슬리브리스_White YMM25282W2,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4944589,55900,59000,3100,5,디아도라,AIRTEX 슬리브리스 OFF WHITE,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4125405,45000,45000,0,0,오리지널,페이스 싱글렛 네이비,,4.5,2.0,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5112315,35400,59000,23600,40,아웃도어 프로덕츠,MULTI LOGO SLEEVELESS (DEEP BLUE),,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/4308948,19800,33000,13200,40,비에프오비,원형로고 민소매 화이트,,,,TOP,1011,M,success
"{'image_section': 'success', 'detail_section': 'success'}",https://www.musinsa.com/products/5035797,56700,63000,6300,10,쿠어,스쿱넥 리브드 탱크 탑 (블랙),,,,TOP,1011,M,success
